Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
135504871,"As a staff, I will be able to add a new customer into the system so that their details are reusable for their next purchases.","",1,"Dec 5, 2016","Dec 11, 2016",feature,3,accepted,"Dec 5, 2016","Dec 6, 2016",,Dearon Teh,Design a add new customer form for the staff to add new customer details into the system.,https://www.pivotaltracker.com/story/show/135504871,lem,"Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/78c23eeb3d52d1e7007f0b1efdfe39dd586ead1f

[#135504871]Add_New_Customer (Dearon Teh - Dec 5, 2016)","Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/0593bb4756c65a28591d85427cd98207998b84fc

[Finishes #135504871] Fixed Add_New_Customer bug

I have discovered some bugs and errors and I fix the problem. (Dearon Teh - Dec 6, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/8fa6acd83937335acd0a620b0845d5401d5b6655
135505217,"As a staff, I want to be able to view the total price of items at checkout so that I can inform the customer of total price of all purchases.","",1,"Dec 5, 2016","Dec 11, 2016",feature,2,accepted,"Dec 5, 2016","Dec 9, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135505217,CHUN WENG CHAN,"Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/e7f6de1490e8bb573bc6119a62742eeba4beb251

[Finishes #135505217] Created a simple receipt

which shows total price and selected products (Dearon Teh - Dec 9, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/ae60030026c3dc3f818a286054ef91dfbd38bd8a

Merge pull request #16 from TeckYong/create-simple-receipt

[Finishes #135505217] Created a simple receipt (Dearon Teh - Dec 9, 2016)"
135964739,"As a staff, I want to generate report with total sales report so that we will be able to calculate all sales made in a month.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964739,
135964733,"As a staff, I want to generate report with monthly sales of products so that can see what items are being sold and at what rate.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964733,
135964729,"As a staff, I want to generate report with the list of products so that can know what products are in inventory.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964729,
135964725,"As a staff, I want to generate report with the list of customers so that we can know how many new customers and old customers there are over a period of time.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964725,
135964713,"As a staff, I can modify the current market price from the price list so that when the market price changes i can alter them accordingly.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964713,
135964709,"As a staff, I want to view current market price list of the products so that if a customer asks me I can tell them what the current market price is for some items.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964709,
135964701,"As a staff, I want to be able to filter products in the list based on product type and any specific details so that i can find items faster.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964701,
135964673,"As a staff, I can delete a product from product lists so that if items are no longer being sold by the store won't be displayed anymore.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964673,
135964665,"As a staff, I am allowed to update existing product details so that if certain items details are changed i can edit it accordingly.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964665,
135964655,"As a staff, I am able to add new products so that when new items are being sold at the store I can add them into the system.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964655,
135964647,"As a staff, I am able to view a list of all available products sold by our store so that I can also recommend certain items to customers based on what items they are looking for.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964647,
135964629,"As a staff, I can view the receipt description of a purchase before checkout so that I can make sure of the purchases and total payments are correct.","",,,,feature,,unscheduled,"Dec 12, 2016",,,Dearon Teh,,https://www.pivotaltracker.com/story/show/135964629,
